Company,TypeName,Inches,CPU_Company,CPU_Frequency (GHz),RAM (GB),GPU_Company,OpSys,Weight (kg),screen_x_size,screen_y_size,Touch_screen,IPS,Full_HD,4k_Ultra_HD,Quad_HD,Screen_Resolution_NA,Price,SSD,HDD,Flash_Storage
MSI,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1598.0,1,1,0
Apple,Ultrabook,11.6,Intel,1.6,4,Intel,Mac OS X,1.08,1366,768,0,0,0,0,0,1,959.0,0,0,1
HP,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.1,1920,1080,0,0,1,0,0,0,478.0,0,1,0
HP,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 7,1.54,2560,1440,0,0,0,0,0,1,2198.19,1,0,0
Dell,Notebook,15.6,Intel,2.3,4,Intel,Windows 7,2.24,1366,768,0,0,0,0,0,1,737.0,0,1,0
MSI,Gaming,15.6,Intel,2.6,8,Nvidia,Windows 10,2.3,1920,1080,0,0,1,0,0,0,1169.0,1,1,0
Lenovo,Notebook,13.3,Intel,2.7,16,Intel,Windows 10,1.4,1920,1080,0,1,0,0,0,0,1499.0,1,0,0
Lenovo,Notebook,15.6,AMD,3.6,6,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,597.57,1,0,0
Asus,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,1.45,1920,1080,0,0,1,0,0,0,1280.0,1,0,0
Acer,Notebook,15.6,Intel,2.0,4,Intel,Linux,2.4,1366,768,0,0,0,0,0,1,361.8,0,1,0
Dell,2 in 1 Convertible,17.3,Intel,2.7,16,Nvidia,Windows 10,2.77,1920,1080,1,0,0,0,0,0,1799.0,1,0,0
HP,Notebook,14.0,Intel,2.3,4,Intel,Windows 7,1.54,1920,1080,0,0,1,0,0,0,1099.99,1,0,0
Asus,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,1600.0,1,1,0
Dell,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.6,1366,768,0,0,0,0,0,1,875.0,0,1,0
Asus,Gaming,15.6,Intel,2.6,16,Nvidia,Windows 10,2.34,1920,1080,0,1,0,0,0,0,2325.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,No OS,2.3,1920,1080,0,1,0,0,0,0,573.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,1.2,8,Intel,Windows 10,1.24,3200,1800,1,0,0,0,1,0,1813.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,4,Intel,Linux,2.2,1366,768,0,0,0,0,0,1,324.0,0,1,0
HP,Notebook,15.6,AMD,2.5,4,AMD,Windows 10,1.86,1366,768,0,0,0,0,0,1,399.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.3,6,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,569.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.3,8,Intel,Windows 10,1.9,1920,1080,0,1,0,0,0,0,1072.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,443.99,0,1,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.0,1366,768,0,0,0,0,0,1,339.0,0,1,0
Asus,Gaming,17.3,Intel,2.6,16,Nvidia,Windows 10,4.0,1920,1080,0,1,0,0,0,0,1900.0,1,1,0
Dell,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.29,1366,768,0,0,0,0,0,1,490.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.5,8,AMD,Windows 7,2.32,1920,1080,0,0,1,0,0,0,895.0,0,0,0
MSI,Gaming,15.6,Intel,2.6,8,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,1229.0,1,1,0
Lenovo,2 in 1 Convertible,14.0,Intel,2.3,4,Intel,Windows 10,1.8,1920,1080,1,0,0,0,0,0,833.01,1,0,0
Asus,Ultrabook,13.3,Intel,0.9,8,Intel,Windows 10,1.2,1920,1080,0,1,0,0,0,0,729.0,1,0,0
Dell,Notebook,15.6,Intel,2.4,6,Intel,Windows 10,2.3,1366,768,0,0,0,0,0,1,459.0,0,1,0
Acer,Notebook,15.6,Intel,1.6,4,Intel,Linux,2.4,1366,768,0,0,0,0,0,1,289.0,0,1,0
Dell,Notebook,15.6,Intel,1.6,2,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,379.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.6,8,Nvidia,Windows 10,2.6,1920,1080,0,1,0,0,0,0,899.0,0,1,0
HP,Notebook,15.6,AMD,2.9,6,AMD,Windows 10,2.04,1920,1080,0,0,1,0,0,0,549.99,0,0,0
Dell,Notebook,15.6,Intel,2.7,8,AMD,Linux,2.3,1366,768,0,0,0,0,0,1,805.99,0,1,0
HP,Netbook,11.6,Intel,1.6,2,Intel,Windows 10,1.17,1366,768,0,0,0,0,0,1,209.0,0,0,1
Asus,Notebook,15.6,Intel,2.5,4,Nvidia,Windows 10,2.2,1366,768,0,0,0,0,0,1,720.32,0,1,0
Lenovo,2 in 1 Convertible,14.0,Intel,2.5,4,Intel,Windows 10,1.8,1920,1080,1,1,0,0,0,0,638.0,1,0,0
Lenovo,2 in 1 Convertible,13.3,Intel,2.5,16,Intel,Windows 10,1.3,3200,1800,1,1,0,0,1,0,1499.0,1,0,0
Lenovo,Notebook,14.0,Intel,1.6,2,Intel,Windows 10,1.5,1366,768,0,0,0,0,0,1,229.0,0,0,1
HP,Notebook,15.6,Intel,2.5,6,AMD,Windows 10,2.19,1366,768,0,0,0,0,0,1,764.0,0,1,0
Asus,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,369.0,0,1,0
